,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
360,Riyadh,Dhahrat Laban District,North,200,5,7,5,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,40000,"دبلكس درج داخلي مساحته 200 
الدور الارضي مجلس ومقلط 
وصالتين مفتوحة على بعض 
ومطبخ ودورتين مياة

الدور الثاني ثلاث غرف نوم 
وصالة وحمامين

الدور الثالث غرفتين نوم 
وصالة وحمام

مطبخ راكب

الصرف واصل المويه وايت مابعد وصلت 
الالياف واصله الاجار"
361,Riyadh,Tuwaiq neighborhood,East,350,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,38000,‏سلام عليكم يوجد الأجار طريقة الدفع شهري 3200
362,Riyadh,Tuwaiq neighborhood,South East,300,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,36000,فله حي الغروب زاويه
363,Riyadh,Tuwaiq neighborhood,North,350,0,7,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,55000,"شقة للايجار .. تشطيب فاخر 
ثلاث ادوار درج صالة حلزوني للثلاث ادوار 
الدور الارضي مجلسين استقبال رجال ونساء + غرفة كبار سن 
غرفة غسيل + مستودع + مشب خارجي مستقل 
الدور الثاني والثالث غرف نوم بحماماتها  ( ١ غرفة نوم ماستر ) 
+ السطح 

يوجد شقتين في نفس..."
364,Riyadh,Al-Arid neighborhood,East,200,0,6,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,130000,"فيلا درج داخلي مؤثثه بالكامل

الموقع : دانة الياسمين 

الدور الارضي:


مدخل كراج 
غرفة سائق 
مجلس رجال 
صالة استقبال كبيره
مطبخ مؤثث بالكامل مع اجهزته 
دورتين مياه 
الدور الثاني :

صالة (جلسة عائلية) 
جناح رئيسي  
غرفتين نوم 
الدور الثالث : (الخدمات)..."
365,Riyadh,Al Alia District,South,520,25,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000,"فيلا بعقد سنوي او طويل قابله للفصل بدورين وبناء غرف اضافيه للاستثمار
الدور الأرضي مكون من مجلس كبير حرف L وصالة كبيرة مقابلها غرفة طعام وبجوارها مطبخ كبير فيه مخزن وغرفة غسيل بالإضافة غرفه صغير وحمام بالدور الأرضي
فناء  خارجي وسيع مع حديقة جنوبية
ملح..."
366,Riyadh,Dhahrat Laban District,East,450,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000,فيلا للأيجار مستعمله نظيفه درج صاله
367,Riyadh,Al Rabiea 'neighborhood,North,500,10,4,5,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,110000,فيلا للإيجار بحى الربيع الشرقى ممتازه مجالس وملحق خارجى ومجلس غرف نوم مطبخ ومكيفات راكبه
368,Riyadh,Mahdia district,North,200,2,4,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,42000,"دبكلس للايجار - المهدية (المخطط الذهبي التقاطع الاول) موقع ممتاز تبعد عن الدائري حوالي 4 دقائق
- الدور الارضي: مجلس / غرفة طعام / صالة / مطبخ 
- الدور الاول:  صاله / 4 غرف نوم منها 2 ماستر  
- الدور الثاني: غرفتين / سطح 

التواصل 0544442596"
369,Riyadh,Narcissus neighborhood,South,375,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,140000,"فيلا جديدة للايجار بمخطط رياض النرجس شمال سلمان شرق ابو بكر 
مطبخ راكب من الشايع تكلفته ٨٠ ألف 
بدون مكيفات"
370,Riyadh,Dhahrat Laban District,East,450,2,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,"فيلا للايجار حي لبن
٤٥٠/ مساحه /// شرقيه 
بين  ش. ///المجد وش.//// المشرق 
شرق شارع المجد تبعد عن جامع الملك عبدالله ١٠٠م 
مدخل رجال ومدخل حريم ومدخل سياره 
 مشب مجلس صاله جانبيه ومقلط رجال وغرفة كبار السن 
وصالة كبيره 
مطبخ ومقلط حريم ٣/ دورة مياه 
..."
371,Riyadh,prosperity district,South,375,8,6,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,95000,فله للايجار في حي الازدهار جديده وقريبه من الخدمات ويوجد سطح وحوش وغرفه سايق ومدخل سياره للاستفسار 0535047201
372,Riyadh,Al-Malqa district,South,375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,"موقع مميز قريب من طريق المطار وطريق القصيم وطريق أنس بن مالك رضى الله عنه

للتواصل والمعاينة ج٠٥٦٣٠٦٠٠٣٦"
373,Riyadh,Tuwaiq neighborhood,North,300,0,7,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,35000,"الدور الارضي مجلس رجال مقلط صاله مجلس نساء مطبخ دورتين مياه 
درج بصاله 
الدور الاول ثلاث غرف نوم واحده منها ماستر


اسوار العقار 
ناصر 
٠٥٤٥٥٧٦٦٦٧"
374,Riyadh,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
375,Riyadh,Al-Malqa district,South,375,2,5,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,130000,"للايجار فيلا حى الملقا 
المساحه 375م الوجهه جنوبيه شارع 15
العمر عامين 
المواصفات 
مدخل سياره غرفة سائق
الارضى 
مجلس وصاله مقلط وغرفتين نوم 
مطبخ ومستودع ومخزن 
الدور الاول
غرفتين نوم ودورتين مياه
السطح 
غرفة نوم ودورة مياه 
والسطح
مباشر"
376,Riyadh,Al-Arid neighborhood,South,230,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,70000,فيلا جديده عبارة عن دور ارضي استقبال ودرج داخلي وسط الصالة ودور علوي غرفة رئسية بدورة مياه وغرفتين ببنهم دورة مياه وغرفة شغاله مع حمام ومحل غسيل يوجد مدخل سيارة وغرفة سائق مساكن واسعه وتشطيب سوبر لوكس
377,Riyadh,Granada neighborhood,the West,350,20,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,50000,للايجار فيلا بحي غرناطه
378,Riyadh,Kairouan-district,North East,400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,140000,"فله على شارعين شرقيه شماليه  بالقيروان قيت ( مخطط العجلان ) بالقرب من حديقة عجلان واخوانه والمدارس العالمية والتربية النموذجيه مخارج الحي للملك فهد والملك سلمان الموقع مميز وبالقرب  من جميع الخدمات البناء شخصي .
الدور الارضي / ملحق خارجي واسع ومجلس ر..."
379,Riyadh,sand district,the West,206,0,4,4,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,55000,"فيلا اجار   دبلوكس  الرمال اليحي   
مدخل سياره مجلس مقلط مطبخ  مستودع  صاله 
الدور الثاني ٤غرف نوم وصاله 
الدور الثالث غرفه خادمه وسطح 
مكيفات راكبه اسبلت وثريات..
لايجار ب٥٥ قابله التفاوض  والشهري"
380,Riyadh,Al Alia District,South,520,25,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000,"فيلا بعقد سنوي او طويل قابله للفصل بدورين وبناء غرف اضافيه للاستثمار
 الدور الأرضي مكون من مجلس كبير حرف L وصالة كبيرة مقابلها غرفة طعام وبجوارها مطبخ كبير فيه مخزن وغرفة غسيل بالإضافة غرفه صغير وحمام بالدور الأرضي
فناء  خارجي وسيع مع حديقة جنوبية
مل..."
381,Riyadh,Irqah neighborhood,South East,200,11,6,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,فيلا للايجار
382,Riyadh,sand district,South,325,0,4,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,55000,"نظييفه

الموقع في الرمال الخنيني"
383,Riyadh,the happiness neighborhood,North,420,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,"فيلا للايجار  حي السعادة درج صالة   الدور الارضي مجلس خارجي وداخلي. ومقلط وصالتين وغرفة ضيوف. ودورتين مياه. ومطبخ ومستودع 

العلوي 3غرف نوم وصالة.  دورتين مياه والسطح غرفة شغالة. وحمام وغرفة غسيل 

للاتصال :0540211990
0543999778"
384,Riyadh,sand district,East,375,2,4,5,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,50000,"فيلا للايجار بحي الرمال الذهبي
مطبخ ومكيفات راكبه 
مطلوب 50 الف 
قريبه جدا من جميع الخدمات
للتواصل مكتب اسرار التكامل0566212795"
385,Riyadh,sand district,East,350,0,5,4,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,60000,"فيلا جديده للايجار 
الرمال (التعميير)
مساحة 350 متر
شارع 30
الاستقبال
مجلس_مقلط_صاله_مطبخ_غرفة كبار سن_مدخل سياره_ملحق خارجي(مشب)
فوق 3 غرف نوم وصاله غرفه شغاله
ايجار 60000 قابل للتفاوض للصامل
للتواصل 
0566212795
محمد علي مكتب اسرار التكامل"
386,Riyadh,sand district,North,350,0,7,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,40000,
387,Riyadh,Al-Manar Naghbarhad,the West,300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,60000,"دبلكس درج داخلي في حي المنار : 

الدور الأرضي :

- مجلس رجال + صالة طعام + مجلس نساء + صالة + مطبخ راكب + مستودع + دورتين مياه + مدخل سيارة

الدور العلوي : 

- أربع غرف نوم + صالة + دورتين مياه

السطح :

- غرفة خادمة + غرفة غسيل + دورة مياه + سطح خاص..."
388,Riyadh,Al Alia District,the West,600,13,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,"فيلا للايجار بحي العليا عباره عن دور الارضي مجلس نساء مجلس رجال صاله مطبخ الدور الاول 5 غرف وصاله ملحق غرفه الشغاله مدخل سياره غرفه سائق غرفه ملحق خارجي بالإضافة لوجود حوش الفيلا تفتح على شارعين موقع ممتاز وقريب من جميع الخدمات .
للتواصل والاستفسار
٠..."
389,Riyadh,Yarmouk neighborhood,North,300,11,7,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,65000,
390,Riyadh,Al Alia District,North East,280,8,4,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,فيلا زاوية مدخل سيارة مجلسين وصاله وصالة طعام وحمامين ومطبخ وأربع غرف نوم وثلاث حمامات وصاله غرفتين وحمام بالسطح مع وحش فى الأرضية والسطح
391,Riyadh,Qadisiyah neighborhood,the West,250,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,50000,"فيلا للايجار بحي  القادسية مساحة ٢٥٠متر شارع ٢٠م غربي قريبة لمسجد
تفاصيل الفيلا
الدور الأرضي
ملحق خارجي مجلس رجال مقلط طعام صالة مجلس نساء غرفة كبار السن مطبخ
الدور الأول
صالة وعدد اربع غرف نوم غرفتين ماستر وبوفية تحضير
الدور الثاني غرفة خادمة مع دور..."
392,Riyadh,Shuhada neighborhood,East,350,11,4,4,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,65000,"فيلا درج وصاله
مجلسين وصالة طعام وحمامين  ومطبخ ومستودع 
اربع غرف نوم وثلاث حمامات وصالة 
وغرفة وحمام غرفة غسيل"
393,Riyadh,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
394,Riyadh,sand district,the West,298,0,4,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,5000,فيلا للايجار قريبه من الخدمات فيها مكيفين الإجار شهري
395,Riyadh,Uhud neighborhood,South East,375,0,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,40000,"فيلا درج صالة زاوية شارعين كل شارع 20م جنوبية شرقية
جديدة للإيجار السنوي
المساحة 375م
السعر 40.000 الف ريال
تتكون من مدخل سيارة حوش مشب غرفة سائق
من الداخل مجلس رجال مقلط صالة مطبخ مجلس نساء غرفة كبار السن غرفة خادمة
الدور الاول ثلاث غرف نوم كبيرة
ال..."
396,Riyadh,sand district,Southwest,230,0,4,4,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,40000,"فيلا دبلكس للايجار بحي الرمال جديدة مساحه 230متر تقع على شارعين 15 جنوبي و 15 غربي 
مكونه من مدخل سياره ومدخل رجال ومشب ومجلس ومقلط وصاله ومطبخ مع مستودع ودرج بالصاله 
الدور الاول
غرفه ماستر 
3 غرف نوم وصاله 
الايجار موجود شهري او دفعتين او دفعه واحد..."
397,Riyadh,Al Alia District,North,450,25,4,4,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,115000,فلة للايجار. شمالية.   للتواصل بنا. للمشاهدة.  الاتصال.  0554489999
398,Riyadh,Al-Arid neighborhood,South,300,0,4,5,2,1,1,0,0,0,1,1,0,1,0,0,1,0,0,100000,"١٠٥   بالسنه دفعتين
١٠٠   بالسنه دفعه واحده

ملاحظه مطابخ و مكيفات وكاميرات 8 ميجا بكسل راكبه جاهزه

*** دور ارضي كامل استقبال درج داخلي 
مدخل سياره
ملحق خارجي دورة مياه بمغسله
مجلس رجال مفتوح ع مقلط ( الطعام ) بدورة مياه و مغاسل 
صالة كبيره ضيافه  ١..."
399,Riyadh,Al Town District,South,250,0,4,4,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,130000,"مجمع فيينا السكني

يتكون المجمع من 155 وحدة سكنية تحتوي على 144 شقة سكنية مكونه من 6 عمائر كل عمارة تتكون من 4 ادوار
الشقق تبدأ أسعارها من 65,000 إلى 100,000 بحسب اختلاف مساحة الوحدة

بالإضافة إلى 10 فلل سكنية 250 م بقيمة 130,000 ريال للوحدة

و خمسة ..."
400,Riyadh,Al Munsiyah District,South,250,0,6,5,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,60000,"فله للايجار حي المونسيه 👌جديددددده 
الايجار دفعتين٦٠٠٠٠ ألف
دفعه واحده ٥٥ ألف
تامين ٢٠٠٠ ريال عند تسليم الفله كم كانت ترحع للمستاجر 
الحي هادي والجيران محترمين جدا 👍
الشارع ٢٠ جنوبي 
مشب ومجلس ومقلط ومطبخ وغرفه كبار قدر واحترام 
الدورالاول : ٤غرف ن..."
401,Riyadh,Yarmouk neighborhood,South,400,7,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,دور
402,Riyadh,Seville neighborhood,South,300,3,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,95000,"للايجار دبلكس فاخر

مكيفات ومطبخ راكب

الدور الأرضي/
مجلس - طعام - صالة - مطبخ - مستودع - غ غسيل - غ خادمة

الدور الأول/
جناح نوم رئيسي + ٣ غ نوم ١ دورة مياه

الدور الثاني/
غرفتين و ١ دورة مياه


السطح جلستين


الحوش مدخل سيارة

غرفة سائق في الخارج

..."
403,Riyadh,Al Alia District,South,520,23,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000,فيلا للايجار بتصميم جميل وموقع استراتيجي بحي العليا. فرصه للاستثمار
404,Riyadh,Tuwaiq neighborhood,South,300,2,7,4,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000,‏سلام عليكم فله حي الغروب نظيفة طريقة الدفع ست شهور او شهري أو سنوي
405,Riyadh,Al-Arid neighborhood,South,225,0,5,5,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,130000,
406,Riyadh,Narcissus neighborhood,East,250,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,85000,"للايجار فيلا درج داخلي شمال طريق الملك سلمان 
الدور الارضي :-
مدخل سيارة + غرفة سائق + مجلس رجال + دورة مياه + صالة كبيرة + مطبخ مفتوح علي الصالة + دورة مياه ..
الدور الاول :- 
غرفة نوم رئيسية + غرفتين نوم + دورة مياه ..
السطح :- 
غرفة خادمة + غرفة غ..."
407,Riyadh,Narcissus neighborhood,East,270,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,"فيلا للايجار حي النرجس الكيلو الرابع الشرقي قريب من طريق المطار مساحه ٢٧٠ متر شارع ١٥ شرقي العمر سنة واحدة فقط 

. مكونة من الدور الأرضي مدخل سياره غرفه سائق مجلس رجال مقلط صالة مطبخ مفتوح ع الصالة وحوش 
الدور الأول ٣غرف نوم منهم غرفة ماستر 

الدور ا..."
408,Riyadh,Western Swede Nagbarhad,the West,400,19,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,80000,فيلا للايجار في حي السويدي الغربي موقع ممتاز حي هاديء تحتاج للبعض الصيانه  سوف تخصم من الايجار اذا كانت الصيانه على المستاجر للتواصل مع المالك ابو احمد 0554116009
409,Riyadh,Granada neighborhood,East,312,20,5,5,3,1,1,0,1,0,1,0,0,1,0,1,1,0,1,60000,"فله للايجار بحي غرناطه

للتواصل :0534477890"
410,Riyadh,Andalusia neighborhood,Southwest,600,30,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,40000,"فيلا كبيرة زاوية مقابل مسجد الحيدان
الفيلا كبيرة وبحاجة الى بعض الاصلاحات
ويمكن استثمارها في حالة رغب المستاجر
مبلغ الايجار السنوي كاش 40 الف
مبلغ الايجار النصف سنوي 50 الف"
411,Riyadh,Qadisiyah neighborhood,East,250,0,6,4,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,55000,فلة جديدة للاجار تتكون من مشب ومقلط ومجلس وصالة ومطبخ وغرفه ودورتين مياة ودور ثاني اربع غرف وصالة ودورات مياة ودور ثالث غرفة خادمة وسطح
412,Riyadh,Narcissus neighborhood,Northwest,300,0,7,5,3,1,1,1,1,1,1,1,0,1,0,0,1,0,0,90000,"‏فيلا فاخرة جدا
 زاوية
شارع 20 
أربع غرف نوم
 ‏غرفتين ماستر 
مقلط 
مجلس
 ٣ صالات
‏ومزايا كثيرة"
413,Riyadh,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
414,Riyadh,Al Munsiyah District,East,300,3,7,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,58000,للايجإر دبلكس راكب مكيفات اسبلت و مطبخ
415,Riyadh,sand district,North East,388,0,5,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,55000,"فيلا اجار   خلف اسواق  سنابل  الخير فى الرمال التعمير 
شارعين موثثه مكيفات ومطبخ .وبعض لاثاث 
٤غرف نوم وغرفة خدامه وسطح
 وغرفة كبارسن بل ليضافه الى مجالس وملحق وصالات ومطبخ مستودع"
416,Riyadh,Al Alia District,3 streets,750,15,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,150000,"للايجار فلة مستخدمة مجددة بالكامل
الموقع حي العليا قريبة من شارع التخصصي
المساحة ٧٥٠م على ٣ شوارع
الوصف غرفة سواق ملحق خارجي حوش كبير مجلس رجال ومجلس استقبال مقلط صالة مطبخ غرفة كبار السن الدور العلوي ٥ غرف نوم صالة علوية ملحق شغالة
الفلة يوجد تكييف ..."
417,Riyadh,Tuwaiq neighborhood,East,400,32,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,800000,فيلا دور دور مساحه ٤٠٠ متر على شارعين شرقيه وشماليه مكونه من مجلس رجال ومقلط حريم و٣ غرف نوم ومطبخ و٣ حمام ماشاء الله ممتازه السوم ٨٠٠ الف ريال والله المستعان
418,Riyadh,Al-Malqa district,South,375,3,4,4,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000,"للايجار فيلا درج صالة
الموقع حي الملقا
الوصف
الدور الارضي غرفة سواق مدخل سيارة مجلس رجال دورة مياه مقلط صالة مطبخ غرفتين نوم دورة مياه نساء مستودع 
الدور الاول غرفتين نوم دورتين مياه 
السطح غرفة شغالة دورة مياه

الايجار السنوي ١٣٠ الف"
419,Riyadh,sand district,East,300,0,5,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,43000,"نسيم الواحه👌
فيلا مساحه 
موقعها بالذهبي
مجاوره مسجد
جديده
للايجار سنوي
اودفعتين 
مدخل سياره 
حوش 
مجلس رجال
مجلس نساء
مشب
مقلط
غرفه كبار سن
مطبخ بمستودع
صاله درج كبيره 
فوق الدرج ثلاث غرف منهم ماستر
فوق غرفه الشغاله مع غرفه
 غسيل مع السطح 
غرفه سايق..."
420,Riyadh,Kairouan-district,the West,200,5,4,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس
الموقع حي القيروان شارع ١٥ غربي
الوصف : الدور الارضي غرفة سواق مجلس مقلط صالة مطبخ أمريكي دورتين مياه
الدور الاول صالة ٤ غرف نوم ٣ دورات مياه
السطح صالة غرفتين نوم دورة مياه
يوجد بها مطبخ راكب
يوجد بها مكيفات راكبه

الايجار السنوي
..."
421,Riyadh,Al Raed District,the West,298,15,3,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,120000,"فيلا بحي الرائد مساحة 298 م يوجب مستودع ارضي وحمام خارجي وحوش خلفي للمطبخ وغرفة سائق

للتواصل واتس اب 
0583899926"
422,Riyadh,Dhahrat Laban District,East,375,0,7,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,"فيلا مساحتها 375 للايجار الفيلا جديده 
الواجه شرقي شارع 20 قريب من الخدمات"
423,Riyadh,Yarmouk neighborhood,North,300,0,5,4,2,1,0,0,1,0,1,1,0,1,0,1,1,0,1,70000,فيلا دوبلكس جديده مطبخ راكب ومكيفات
424,Riyadh,Dhahrat Laban District,South,200,0,5,5,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,40000,"فيلا للإيجار مساحه ٢٠٠دور درج صاله تتكون من الارضي حوش ومجلس رجال مقلط صاله مطبخ دورات مياه فوق ٣غرف نوم منهم غرفه ماستر 
يوجد غرفه وحمام مع السطح 
الفيلا راكب مكيفات اسبلت كامل 
السعر ٤٠الف سنوي دفعتين 
للاستعلام الإتصال على ٠٥٠٣٠٠١٥٨٤ ابو غلا"
425,Riyadh,"Umm al-Hammam al-Gharbi, Naghbarhad",East,300,23,5,4,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,48000,الفيلا مجددة بالكامل حوش وسطح عداد كهرباء منفصل المياه، حوش يسع إدخال ٣سيارات، يوجد سطح ومستودع بالسطح
426,Riyadh,"Umm al-Hammam al-Gharbi, Naghbarhad",North East,200,10,6,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,50000,"فله بام الحمام الغربي ش ٢٠ وادي مبايض

للاستفسار0578212681"
427,Riyadh,sand district,North,300,3,3,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000,فييييييلا لاجار في  الرمال  الذهبي  مجددا  البيت جديد  بكامل  من  سراميك الي بهيات  تتكون من  حوش ومجلس  ومقلط  وصالة  وغرفة كبار السن   ومطبخ   مطلوب  دفع واحد 35000الف   أو دفعتين 40000لف@  وفوق 3 غرفة النوم  منها ماستر  وغرفة  شغالة   وسطح  ل المو...
428,Riyadh,Kairouan-district,North,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,100000,"مع التحيه ،،

فله فاخره للايجار دورين .

مدخل سياره خاص + غرفة سائق 

مكيفات ومطبخ راكب 

للتواصل / محمد 0501000075"
429,Riyadh,King Khalid International Airport District,3 streets,300,0,4,5,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,100000,فيلا جديده مودرن  بجانبها حديقه وامامها مسجد  على شارعين  المساحه ٣٦٠ يوجد مطبخ يوجد مظلة سياره لايوجد اثاث
430,Riyadh,Qadisiyah neighborhood,North East,350,0,4,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000,فله درج داخلي حي القادسيه
431,Riyadh,Cordoba neighborhood,East,140,3,5,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,70000,"فيلا صغيرة للايجار 
مجلس و صالة و ثلاث غرف نوم و غرفة خادمة و مستودع و غرفة غسيل 
مدخل سيارة 
راكبة مكيفات"
432,Riyadh,Al-Arid neighborhood,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
433,Riyadh,the adjective of dysregulation,East,300,0,1,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80000,"يرجى تحديد موعد قبل التوجه 
الموقع غير دقيق/ فيلا للايجار درج داخلي نظيفففة مع مدخل سيارة و حوش للتواصل مع الاخت ميرال في حال عدم الرد التواصل واتساب وإرسال الطلب  مع الاسم و رقم جوال للتواصل كرما 0552600943"
434,Riyadh,Not sent by admin,North,450,12,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,125000,فيلا فخمة للإيجار بحي المرسلات قريبة من شارع الملك عبد العزيز الدور الارضي يتكون من مجلس مقلط مجلس نسائي مطبخ امريكي كبير دورتين مياه الدور العلوي يتكون من اربع غرف نوم وصالة اثنين غرفه نوم ماستر بالاضافه الى حديقه خارجيه كبيره غرفه سائق غرفه شغاله م...
435,Riyadh,Al Alia District,South East,300,15,4,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,120000,"يرجى التواصل قبل لان الموقع غير دقيق و الكمباوند للايجار بالكامل  يرجى تحديد موعد /   في العليا للايجار فلل او  بالكامل ٢٤ فيلا بدرج داخلي لكل فيلا مدخل سيارة عالريمونت  و غرف للسواقين و قاعة للجيم 
متوفر مسبح و صاله للمناسبات صاله للجيم
للتواصل مع م..."
436,Riyadh,Qadisiyah neighborhood,the West,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,55000,"- فيلا للايجار في حي القادسية : 

مواصفات الفيلا : 
الدور الارضي 
( مشب + مجلس + مقلط + صاله + مطبخ + غرفه كبار سن + 2 دورة مياه ) 

الدور الأول 
4 غرف + صاله + 3 دوراه مياه 

الدور الثاني 
غرفة شغاله + سطح 

قيمة الإيجار / 55,000 ( دفعه أو دفعتين ) ..."
437,Riyadh,Al Alia District,the West,350,4,4,4,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,90000,"فيلا درج وصاله اربع غرف نوم و٣حمام العلوى
وصاله ومجلسين وحمامين ومطبخ 
السطح غرفتين وحمام"
438,Riyadh,Oasis District,East,500,30,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,100000,"دفعة وحدة 90000 
دفعتين 100
0590903050
للايجار فيلا في حي الواحه"
439,Riyadh,Solomaniah District,North,185,25,2,3,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,85000,"ڤيلا للأيجار في كامباوند 
مكونة من دورين 
2 غرفة نوم 
وصالتين 
ومطبخ
وحوشين خلفي وامامي
وتوجد قاعة احتفالات + مسبح +نادي + ملعب تنس وباسكت"
